date,canton_id,total
20.7.2020,2,1
20.7.2020,3,1
20.7.2020,4,45
20.7.2020,5,5
20.7.2020,6,1
20.7.2020,7,5
20.7.2020,8,2
20.7.2020,9,0
20.7.2020,10,56
20.7.2020,11,0
20.7.2020,0,116
21.7.2020,2,5
21.7.2020,3,0
21.7.2020,4,72
21.7.2020,5,16
21.7.2020,6,4
21.7.2020,7,6
21.7.2020,8,24
21.7.2020,9,7
21.7.2020,10,83
21.7.2020,11,1
21.7.2020,0,218
22.7.2020,2,12
22.7.2020,3,0
22.7.2020,4,45
22.7.2020,5,28
22.7.2020,6,2
22.7.2020,7,12
22.7.2020,8,3
22.7.2020,9,2
22.7.2020,10,77
22.7.2020,11,1
22.7.2020,0,182
23.7.2020,2,5
23.7.2020,3,0
23.7.2020,4,51
23.7.2020,5,15
23.7.2020,6,6
23.7.2020,7,5
23.7.2020,8,18
23.7.2020,9,4
23.7.2020,10,73
23.7.2020,11,4
23.7.2020,0,181
24.7.2020,2,0
24.7.2020,3,0
24.7.2020,4,44
24.7.2020,5,12
24.7.2020,6,3
24.7.2020,7,14
24.7.2020,8,12
24.7.2020,9,1
24.7.2020,10,79
24.7.2020,11,1
24.7.2020,0,166
25.7.2020,2,13
25.7.2020,3,0
25.7.2020,4,54
25.7.2020,5,30
25.7.2020,6,4
25.7.2020,7,4
25.7.2020,8,11
25.7.2020,9,1
25.7.2020,10,55
25.7.2020,11,0
25.7.2020,0,172
26.7.2020,2,7
26.7.2020,3,0
26.7.2020,4,34
26.7.2020,5,3
26.7.2020,6,0
26.7.2020,7,5
26.7.2020,8,3
26.7.2020,9,0
26.7.2020,10,74
26.7.2020,11,3
26.7.2020,0,129
27.7.2020,2,2
27.7.2020,3,0
27.7.2020,4,65
27.7.2020,5,21
27.7.2020,6,8
27.7.2020,7,8
27.7.2020,8,2
27.7.2020,9,0
27.7.2020,10,97
27.7.2020,11,0
27.7.2020,0,203
28.7.2020,2,1
28.7.2020,3,0
28.7.2020,4,28
28.7.2020,5,21
28.7.2020,6,2
28.7.2020,7,21
28.7.2020,8,28
28.7.2020,9,3
28.7.2020,10,60
28.7.2020,11,1
28.7.2020,0,165
29.7.2020,2,2
29.7.2020,3,0
29.7.2020,4,68
29.7.2020,5,34
29.7.2020,6,4
29.7.2020,7,6
29.7.2020,8,12
29.7.2020,9,0
29.7.2020,10,68
29.7.2020,11,0
29.7.2020,0,194
30.7.2020,2,14
30.7.2020,3,0
30.7.2020,4,73
30.7.2020,5,32
30.7.2020,6,3
30.7.2020,7,36
30.7.2020,8,12
30.7.2020,9,6
30.7.2020,10,153
30.7.2020,11,3
30.7.2020,0,332
31.7.2020,2,13
31.7.2020,3,0
31.7.2020,4,49
31.7.2020,5,8
31.7.2020,6,1
31.7.2020,7,8
31.7.2020,8,22
31.7.2020,9,2
31.7.2020,10,67
31.7.2020,11,0
31.7.2020,0,170
1.8.2020,2,0
1.8.2020,3,0
1.8.2020,4,40
1.8.2020,5,11
1.8.2020,6,2
1.8.2020,7,11
1.8.2020,8,2
1.8.2020,9,1
1.8.2020,10,39
1.8.2020,11,3
1.8.2020,0,109
2.8.2020,2,11
2.8.2020,3,0
2.8.2020,4,23
2.8.2020,5,3
2.8.2020,6,1
2.8.2020,7,5
2.8.2020,8,1
2.8.2020,9,0
2.8.2020,10,67
2.8.2020,11,5
2.8.2020,0,116
3.8.2020,2,10
3.8.2020,3,0
3.8.2020,4,41
3.8.2020,5,40
3.8.2020,6,7
3.8.2020,7,10
3.8.2020,8,2
3.8.2020,9,2
3.8.2020,10,145
3.8.2020,11,0
3.8.2020,0,257
4.8.2020,2,10
4.8.2020,3,0
4.8.2020,4,23
4.8.2020,5,29
4.8.2020,6,15
4.8.2020,7,42
4.8.2020,8,17
4.8.2020,9,2
4.8.2020,10,104
4.8.2020,11,4
4.8.2020,0,246
5.8.2020,2,5
5.8.2020,3,1
5.8.2020,4,31
5.8.2020,5,16
5.8.2020,6,7
5.8.2020,7,5
5.8.2020,8,17
5.8.2020,9,13
5.8.2020,10,63
5.8.2020,11,0
5.8.2020,0,158
6.8.2020,2,12
6.8.2020,3,0
6.8.2020,4,28
6.8.2020,5,23
6.8.2020,6,10
6.8.2020,7,6
6.8.2020,8,10
6.8.2020,9,10
6.8.2020,10,68
6.8.2020,11,1
6.8.2020,0,168
7.8.2020,2,15
7.8.2020,3,2
7.8.2020,4,83
7.8.2020,5,42
7.8.2020,6,11
7.8.2020,7,33
7.8.2020,8,8
7.8.2020,9,2
7.8.2020,10,83
7.8.2020,11,1
7.8.2020,0,280
8.8.2020,2,10
8.8.2020,3,0
8.8.2020,4,74
8.8.2020,5,32
8.8.2020,6,13
8.8.2020,7,9
8.8.2020,8,14
8.8.2020,9,3
8.8.2020,10,55
8.8.2020,11,3
8.8.2020,0,213
9.8.2020,2,0
9.8.2020,3,1
9.8.2020,4,57
9.8.2020,5,3
9.8.2020,6,5
9.8.2020,7,1
9.8.2020,8,4
9.8.2020,9,0
9.8.2020,10,32
9.8.2020,11,1
9.8.2020,0,104
10.8.2020,2,7
10.8.2020,3,0
10.8.2020,4,14
10.8.2020,5,18
10.8.2020,6,2
10.8.2020,7,1
10.8.2020,8,12
10.8.2020,9,1
10.8.2020,10,21
10.8.2020,11,3
10.8.2020,0,79
11.8.2020,2,7
11.8.2020,3,0
11.8.2020,4,28
11.8.2020,5,38
11.8.2020,6,4
11.8.2020,7,5
11.8.2020,8,25
11.8.2020,9,7
11.8.2020,10,57
11.8.2020,11,1
11.8.2020,0,172
12.8.2020,2,10
12.8.2020,3,1
12.8.2020,4,66
12.8.2020,5,17
12.8.2020,6,3
12.8.2020,7,3
12.8.2020,8,29
12.8.2020,9,4
12.8.2020,10,24
12.8.2020,11,1
12.8.2020,0,158
13.8.2020,2,7
13.8.2020,3,3
13.8.2020,4,23
13.8.2020,5,19
13.8.2020,6,1
13.8.2020,7,18
13.8.2020,8,38
13.8.2020,9,25
13.8.2020,10,47
13.8.2020,11,14
13.8.2020,0,195
14.8.2020,2,3
14.8.2020,3,1
14.8.2020,4,62
14.8.2020,5,31
14.8.2020,6,0
14.8.2020,7,20
14.8.2020,8,22
14.8.2020,9,21
14.8.2020,10,61
14.8.2020,11,4
14.8.2020,0,225
15.8.2020,2,13
15.8.2020,3,0
15.8.2020,4,33
15.8.2020,5,13
15.8.2020,6,1
15.8.2020,7,20
15.8.2020,8,11
15.8.2020,9,5
15.8.2020,10,63
15.8.2020,11,18
15.8.2020,0,177
16.8.2020,2,2
16.8.2020,3,7
16.8.2020,4,21
16.8.2020,5,1
16.8.2020,6,0
16.8.2020,7,7
16.8.2020,8,2
16.8.2020,9,8
16.8.2020,10,16
16.8.2020,11,0
16.8.2020,0,64
17.8.2020,2,0
17.8.2020,3,0
17.8.2020,4,33
17.8.2020,5,23
17.8.2020,6,2
17.8.2020,7,0
17.8.2020,8,15
17.8.2020,9,11
17.8.2020,10,31
17.8.2020,11,1
17.8.2020,0,116
18.8.2020,2,6
18.8.2020,3,0
18.8.2020,4,20
18.8.2020,5,17
18.8.2020,6,3
18.8.2020,7,21
18.8.2020,8,37
18.8.2020,9,55
18.8.2020,10,48
18.8.2020,11,6
18.8.2020,0,213
19.8.2020,2,15
19.8.2020,3,15
19.8.2020,4,49
19.8.2020,5,16
19.8.2020,6,2
19.8.2020,7,1
19.8.2020,8,23
19.8.2020,9,13
19.8.2020,10,39
19.8.2020,11,16
19.8.2020,0,189
20.8.2020,2,21
20.8.2020,3,2
20.8.2020,4,36
20.8.2020,5,24
20.8.2020,6,1
20.8.2020,7,34
20.8.2020,8,19
20.8.2020,9,44
20.8.2020,10,59
20.8.2020,11,34
20.8.2020,0,274
21.8.2020,2,11
21.8.2020,3,1
21.8.2020,4,26
21.8.2020,5,23
21.8.2020,6,0
21.8.2020,7,14
21.8.2020,8,26
21.8.2020,9,38
21.8.2020,10,43
21.8.2020,11,20
21.8.2020,0,202
22.8.2020,2,13
22.8.2020,3,1
22.8.2020,4,30
22.8.2020,5,2
22.8.2020,6,0
22.8.2020,7,24
22.8.2020,8,27
22.8.2020,9,29
22.8.2020,10,34
22.8.2020,11,17
22.8.2020,0,177
23.8.2020,2,13
23.8.2020,3,3
23.8.2020,4,15
23.8.2020,5,6
23.8.2020,6,0
23.8.2020,7,0
23.8.2020,8,2
23.8.2020,9,8
23.8.2020,10,3
23.8.2020,11,0
23.8.2020,0,50
24.8.2020,2,13
24.8.2020,3,2
24.8.2020,4,15
24.8.2020,5,25
24.8.2020,6,0
24.8.2020,7,18
24.8.2020,8,46
24.8.2020,9,28
24.8.2020,10,57
24.8.2020,11,1
24.8.2020,0,205
25.8.2020,2,8
25.8.2020,3,2
25.8.2020,4,25
25.8.2020,5,10
25.8.2020,6,0
25.8.2020,7,23
25.8.2020,8,30
25.8.2020,9,19
25.8.2020,10,39
25.8.2020,11,36
25.8.2020,0,192
26.8.2020,2,18
26.8.2020,3,5
26.8.2020,4,26
26.8.2020,5,16
26.8.2020,6,0
26.8.2020,7,5
26.8.2020,8,30
26.8.2020,9,46
26.8.2020,10,37
26.8.2020,11,20
26.8.2020,0,203
27.8.2020,2,8
27.8.2020,3,1
27.8.2020,4,23
27.8.2020,5,46
27.8.2020,6,0
27.8.2020,7,51
27.8.2020,8,37
27.8.2020,9,51
27.8.2020,10,52
27.8.2020,11,31
27.8.2020,0,300
28.8.2020,2,11
28.8.2020,3,4
28.8.2020,4,42
28.8.2020,5,29
28.8.2020,6,0
28.8.2020,7,24
28.8.2020,8,39
28.8.2020,9,28
28.8.2020,10,32
28.8.2020,11,24
28.8.2020,0,233
29.8.2020,2,14
29.8.2020,3,0
29.8.2020,4,23
29.8.2020,5,5
29.8.2020,6,0
29.8.2020,7,44
29.8.2020,8,30
29.8.2020,9,28
29.8.2020,10,15
29.8.2020,11,35
29.8.2020,0,194
30.8.2020,2,11
30.8.2020,3,4
30.8.2020,4,14
30.8.2020,5,0
30.8.2020,6,0
30.8.2020,7,17
30.8.2020,8,33
30.8.2020,9,36
30.8.2020,10,4
30.8.2020,11,2
30.8.2020,0,121
31.8.2020,2,8
31.8.2020,3,0
31.8.2020,4,5
31.8.2020,5,20
31.8.2020,6,0
31.8.2020,7,7
31.8.2020,8,40
31.8.2020,9,27
31.8.2020,10,24
31.8.2020,11,2
31.8.2020,0,133
1.9.2020,2,6
1.9.2020,3,2
1.9.2020,4,16
1.9.2020,5,19
1.9.2020,6,0
1.9.2020,7,14
1.9.2020,8,49
1.9.2020,9,11
1.9.2020,10,32
1.9.2020,11,47
1.9.2020,0,196
2.9.2020,2,21
2.9.2020,3,2
2.9.2020,4,35
2.9.2020,5,55
2.9.2020,6,0
2.9.2020,7,4
2.9.2020,8,40
2.9.2020,9,25
2.9.2020,10,26
2.9.2020,11,31
2.9.2020,0,239
3.9.2020,2,9
3.9.2020,3,2
3.9.2020,4,26
3.9.2020,5,53
3.9.2020,6,0
3.9.2020,7,14
3.9.2020,8,87
3.9.2020,9,32
3.9.2020,10,45
3.9.2020,11,30
3.9.2020,0,298
4.9.2020,2,12
4.9.2020,3,0
4.9.2020,4,8
4.9.2020,5,76
4.9.2020,6,0
4.9.2020,7,12
4.9.2020,8,52
4.9.2020,9,36
4.9.2020,10,32
4.9.2020,11,38
4.9.2020,0,266
5.9.2020,2,15
5.9.2020,3,2
5.9.2020,4,20
5.9.2020,5,7
5.9.2020,6,1
5.9.2020,7,22
5.9.2020,8,28
5.9.2020,9,7
5.9.2020,10,21
5.9.2020,11,18
5.9.2020,0,141
6.9.2020,2,12
6.9.2020,3,0
6.9.2020,4,9
6.9.2020,5,0
6.9.2020,6,0
6.9.2020,7,8
6.9.2020,8,2
6.9.2020,9,0
6.9.2020,10,10
6.9.2020,11,0
6.9.2020,0,41
7.9.2020,2,13
7.9.2020,3,0
7.9.2020,4,13
7.9.2020,5,53
7.9.2020,6,1
7.9.2020,7,7
7.9.2020,8,51
7.9.2020,9,21
7.9.2020,10,30
7.9.2020,11,1
7.9.2020,0,190
8.9.2020,2,11
8.9.2020,3,1
8.9.2020,4,23
8.9.2020,5,64
8.9.2020,6,0
8.9.2020,7,25
8.9.2020,8,92
8.9.2020,9,43
8.9.2020,10,27
8.9.2020,11,47
8.9.2020,0,333
9.9.2020,2,14
9.9.2020,3,4
9.9.2020,4,20
9.9.2020,5,17
9.9.2020,6,1
9.9.2020,7,9
9.9.2020,8,75
9.9.2020,9,37
9.9.2020,10,26
9.9.2020,11,20
9.9.2020,0,223
10.9.2020,2,17
10.9.2020,3,0
10.9.2020,4,24
10.9.2020,5,28
10.9.2020,6,3
10.9.2020,7,5
10.9.2020,8,56
10.9.2020,9,17
10.9.2020,10,29
10.9.2020,11,23
10.9.2020,0,202
11.9.2020,2,18
11.9.2020,3,0
11.9.2020,4,22
11.9.2020,5,47
11.9.2020,6,0
11.9.2020,7,12
11.9.2020,8,23
11.9.2020,9,11
11.9.2020,10,32
11.9.2020,11,0
11.9.2020,0,165
12.9.2020,2,9
12.9.2020,3,3
12.9.2020,4,15
12.9.2020,5,12
12.9.2020,6,0
12.9.2020,7,32
12.9.2020,8,58
12.9.2020,9,73
12.9.2020,10,24
12.9.2020,11,4
12.9.2020,0,230
13.9.2020,2,5
13.9.2020,3,0
13.9.2020,4,11
13.9.2020,5,0
13.9.2020,6,0
13.9.2020,7,15
13.9.2020,8,44
13.9.2020,9,17
13.9.2020,10,13
13.9.2020,11,6
13.9.2020,0,111
14.9.2020,2,3
14.9.2020,3,0
14.9.2020,4,4
14.9.2020,5,25
14.9.2020,6,0
14.9.2020,7,9
14.9.2020,8,30
14.9.2020,9,13
14.9.2020,10,38
14.9.2020,11,0
14.9.2020,0,122
15.9.2020,2,6
15.9.2020,3,0
15.9.2020,4,20
15.9.2020,5,60
15.9.2020,6,1
15.9.2020,7,13
15.9.2020,8,54
15.9.2020,9,40
15.9.2020,10,39
15.9.2020,11,34
15.9.2020,0,267
16.9.2020,2,2
16.9.2020,3,1
16.9.2020,4,11
16.9.2020,5,31
16.9.2020,6,3
16.9.2020,7,8
16.9.2020,8,79
16.9.2020,9,63
16.9.2020,10,12
16.9.2020,11,12
16.9.2020,0,222
17.9.2020,2,5
17.9.2020,3,1
17.9.2020,4,14
17.9.2020,5,55
17.9.2020,6,1
17.9.2020,7,10
17.9.2020,8,57
17.9.2020,9,40
17.9.2020,10,16
17.9.2020,11,11
17.9.2020,0,210
18.9.2020,2,16
18.9.2020,3,5
18.9.2020,4,14
18.9.2020,5,30
18.9.2020,6,1
18.9.2020,7,8
18.9.2020,8,96
18.9.2020,9,17
18.9.2020,10,27
18.9.2020,11,16
18.9.2020,0,230
19.9.2020,2,13
19.9.2020,3,2
19.9.2020,4,19
19.9.2020,5,28
19.9.2020,6,0
19.9.2020,7,16
19.9.2020,8,59
19.9.2020,9,47
19.9.2020,10,12
19.9.2020,11,8
19.9.2020,0,204
20.9.2020,2,10
20.9.2020,3,1
20.9.2020,4,8
20.9.2020,5,1
20.9.2020,6,0
20.9.2020,7,7
20.9.2020,8,6
20.9.2020,9,13
20.9.2020,10,12
20.9.2020,11,0
20.9.2020,0,58
21.9.2020,2,5
21.9.2020,3,0
21.9.2020,4,6
21.9.2020,5,22
21.9.2020,6,2
21.9.2020,7,6
21.9.2020,8,28
21.9.2020,9,33
21.9.2020,10,18
21.9.2020,11,3
21.9.2020,0,123
22.9.2020,2,6
22.9.2020,3,0
22.9.2020,4,18
22.9.2020,5,75
22.9.2020,6,0
22.9.2020,7,21
22.9.2020,8,73
22.9.2020,9,17
22.9.2020,10,35
22.9.2020,11,19
22.9.2020,0,264
23.9.2020,2,6
23.9.2020,3,0
23.9.2020,4,23
23.9.2020,5,38
23.9.2020,6,2
23.9.2020,7,21
23.9.2020,8,63
23.9.2020,9,23
23.9.2020,10,10
23.9.2020,11,13
23.9.2020,0,199
24.9.2020,2,14
24.9.2020,3,2
24.9.2020,4,15
24.9.2020,5,35
24.9.2020,6,2
24.9.2020,7,3
24.9.2020,8,61
24.9.2020,9,16
24.9.2020,10,9
24.9.2020,11,12
24.9.2020,0,169
25.9.2020,2,10
25.9.2020,3,1
25.9.2020,4,14
25.9.2020,5,23
25.9.2020,6,2
25.9.2020,7,8
25.9.2020,8,39
25.9.2020,9,25
25.9.2020,10,13
25.9.2020,11,8
25.9.2020,0,143
26.9.2020,2,7
26.9.2020,3,6
26.9.2020,4,12
26.9.2020,5,10
26.9.2020,6,0
26.9.2020,7,18
26.9.2020,8,26
26.9.2020,9,7
26.9.2020,10,15
26.9.2020,11,6
26.9.2020,0,107
27.9.2020,2,5
27.9.2020,3,0
27.9.2020,4,4
27.9.2020,5,0
27.9.2020,6,0
27.9.2020,7,6
27.9.2020,8,9
27.9.2020,9,0
27.9.2020,10,7
27.9.2020,11,1
27.9.2020,0,32
28.9.2020,2,0
28.9.2020,3,0
28.9.2020,4,8
28.9.2020,5,18
28.9.2020,6,2
28.9.2020,7,0
28.9.2020,8,37
28.9.2020,9,30
28.9.2020,10,12
28.9.2020,11,0
28.9.2020,0,107
29.9.2020,2,4
29.9.2020,3,3
29.9.2020,4,15
29.9.2020,5,43
29.9.2020,6,3
29.9.2020,7,16
29.9.2020,8,58
29.9.2020,9,13
29.9.2020,10,33
29.9.2020,11,28
29.9.2020,0,216
30.9.2020,2,16
30.9.2020,3,7
30.9.2020,4,14
30.9.2020,5,34
30.9.2020,6,5
30.9.2020,7,10
30.9.2020,8,33
30.9.2020,9,19
30.9.2020,10,37
30.9.2020,11,18
30.9.2020,0,193
1.10.2020,2,17
1.10.2020,3,0
1.10.2020,4,14
1.10.2020,5,28
1.10.2020,6,0
1.10.2020,7,15
1.10.2020,8,55
1.10.2020,9,5
1.10.2020,10,28
1.10.2020,11,7
1.10.2020,0,169
2.10.2020,2,9
2.10.2020,3,0
2.10.2020,4,15
2.10.2020,5,52
2.10.2020,6,2
2.10.2020,7,27
2.10.2020,8,40
2.10.2020,9,12
2.10.2020,10,29
2.10.2020,11,6
2.10.2020,0,192
3.10.2020,2,14
3.10.2020,3,1
3.10.2020,4,21
3.10.2020,5,11
3.10.2020,6,3
3.10.2020,7,10
3.10.2020,8,33
3.10.2020,9,3
3.10.2020,10,13
3.10.2020,11,1
3.10.2020,0,110
4.10.2020,2,4
4.10.2020,3,4
4.10.2020,4,9
4.10.2020,5,0
4.10.2020,6,0
4.10.2020,7,3
4.10.2020,8,12
4.10.2020,9,4
4.10.2020,10,2
4.10.2020,11,1
4.10.2020,0,39
5.10.2020,2,8
5.10.2020,3,1
5.10.2020,4,6
5.10.2020,5,33
5.10.2020,6,1
5.10.2020,7,8
5.10.2020,8,48
5.10.2020,9,24
5.10.2020,10,39
5.10.2020,11,0
5.10.2020,0,168
6.10.2020,2,3
6.10.2020,3,4
6.10.2020,4,16
6.10.2020,5,55
6.10.2020,6,1
6.10.2020,7,16
6.10.2020,8,63
6.10.2020,9,11
6.10.2020,10,46
6.10.2020,11,19
6.10.2020,0,234
7.10.2020,2,26
7.10.2020,3,1
7.10.2020,4,11
7.10.2020,5,48
7.10.2020,6,2
7.10.2020,7,11
7.10.2020,8,80
7.10.2020,9,20
7.10.2020,10,50
7.10.2020,11,18
7.10.2020,0,267
8.10.2020,2,18
8.10.2020,3,2
8.10.2020,4,20
8.10.2020,5,71
8.10.2020,6,3
8.10.2020,7,28
8.10.2020,8,74
8.10.2020,9,14
8.10.2020,10,74
8.10.2020,11,5
8.10.2020,0,309
9.10.2020,2,20
9.10.2020,3,0
9.10.2020,4,22
9.10.2020,5,49
9.10.2020,6,1
9.10.2020,7,10
9.10.2020,8,74
9.10.2020,9,32
9.10.2020,10,70
9.10.2020,11,18
9.10.2020,0,296
10.10.2020,2,18
10.10.2020,3,3
10.10.2020,4,18
10.10.2020,5,29
10.10.2020,6,1
10.10.2020,7,28
10.10.2020,8,54
10.10.2020,9,6
10.10.2020,10,28
10.10.2020,11,7
10.10.2020,0,192
11.10.2020,2,10
11.10.2020,3,1
11.10.2020,4,10
11.10.2020,5,9
11.10.2020,6,0
11.10.2020,7,7
11.10.2020,8,10
11.10.2020,9,1
11.10.2020,10,26
11.10.2020,11,0
11.10.2020,0,74
12.10.2020,2,10
12.10.2020,3,0
12.10.2020,4,6
12.10.2020,5,19
12.10.2020,6,2
12.10.2020,7,1
12.10.2020,8,44
12.10.2020,9,38
12.10.2020,10,68
12.10.2020,11,1
12.10.2020,0,189
13.10.2020,2,11
13.10.2020,3,2
13.10.2020,4,24
13.10.2020,5,63
13.10.2020,6,3
13.10.2020,7,32
13.10.2020,8,80
13.10.2020,9,15
13.10.2020,10,77
13.10.2020,11,30
13.10.2020,0,337
14.10.2020,2,21
14.10.2020,3,1
14.10.2020,4,35
14.10.2020,5,68
14.10.2020,6,3
14.10.2020,7,13
14.10.2020,8,107
14.10.2020,9,39
14.10.2020,10,85
14.10.2020,11,15
14.10.2020,0,387
15.10.2020,2,29
15.10.2020,3,1
15.10.2020,4,37
15.10.2020,5,71
15.10.2020,6,6
15.10.2020,7,29
15.10.2020,8,100
15.10.2020,9,10
15.10.2020,10,104
15.10.2020,11,20
15.10.2020,0,407
16.10.2020,2,31
16.10.2020,3,1
16.10.2020,4,40
16.10.2020,5,47
16.10.2020,6,5
16.10.2020,7,10
16.10.2020,8,107
16.10.2020,9,46
16.10.2020,10,186
16.10.2020,11,14
16.10.2020,0,487
17.10.2020,2,17
17.10.2020,3,4
17.10.2020,4,49
17.10.2020,5,48
17.10.2020,6,10
17.10.2020,7,42
17.10.2020,8,115
17.10.2020,9,28
17.10.2020,10,195
17.10.2020,11,14
17.10.2020,0,522
18.10.2020,2,11
18.10.2020,3,1
18.10.2020,4,9
18.10.2020,5,0
18.10.2020,6,4
18.10.2020,7,5
18.10.2020,8,12
18.10.2020,9,4
18.10.2020,10,104
18.10.2020,11,0
18.10.2020,0,150
19.10.2020,2,4
19.10.2020,3,2
19.10.2020,4,21
19.10.2020,5,48
19.10.2020,6,10
19.10.2020,7,19
19.10.2020,8,82
19.10.2020,9,44
19.10.2020,10,140
19.10.2020,11,1
19.10.2020,0,371
20.10.2020,2,24
20.10.2020,3,2
20.10.2020,4,52
20.10.2020,5,70
20.10.2020,6,18
20.10.2020,7,33
20.10.2020,8,196
20.10.2020,9,28
20.10.2020,10,158
20.10.2020,11,40
20.10.2020,0,621
21.10.2020,2,19
21.10.2020,3,1
21.10.2020,4,70
21.10.2020,5,111
21.10.2020,6,7
21.10.2020,7,33
21.10.2020,8,160
21.10.2020,9,57
21.10.2020,10,201
21.10.2020,11,23
21.10.2020,0,682
22.10.2020,2,22
22.10.2020,3,6
22.10.2020,4,98
22.10.2020,5,176
22.10.2020,6,11
22.10.2020,7,67
22.10.2020,8,161
22.10.2020,9,31
22.10.2020,10,254
22.10.2020,11,26
22.10.2020,0,852
23.10.2020,2,25
23.10.2020,3,5
23.10.2020,4,53
23.10.2020,5,93
23.10.2020,6,15
23.10.2020,7,52
23.10.2020,8,158
23.10.2020,9,49
23.10.2020,10,252
23.10.2020,11,32
23.10.2020,0,734
24.10.2020,2,17
24.10.2020,3,11
24.10.2020,4,80
24.10.2020,5,44
24.10.2020,6,15
24.10.2020,7,38
24.10.2020,8,167
24.10.2020,9,41
24.10.2020,10,263
24.10.2020,11,23
24.10.2020,0,699
25.10.2020,2,14
25.10.2020,3,1
25.10.2020,4,24
25.10.2020,5,0
25.10.2020,6,18
25.10.2020,7,27
25.10.2020,8,49
25.10.2020,9,4
25.10.2020,10,137
25.10.2020,11,5
25.10.2020,0,279
26.10.2020,2,19
26.10.2020,3,1
26.10.2020,4,25
26.10.2020,5,7
26.10.2020,6,12
26.10.2020,7,44
26.10.2020,8,131
26.10.2020,9,32
26.10.2020,10,150
26.10.2020,11,3
26.10.2020,0,424
27.10.2020,2,0
27.10.2020,3,14
27.10.2020,4,95
27.10.2020,5,11
27.10.2020,6,1
27.10.2020,7,21
27.10.2020,8,19
27.10.2020,9,11
27.10.2020,10,0
27.10.2020,11,70
27.10.2020,0,242
